Name: CCTV-1, URL: http://60.172.130.146:352/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, IPv_Type: ipv4, Date: None, Delay: 4796 ms, Speed: 0.06 M/s, Resolution: None
Name: CCTV-5, URL: http://222.134.19.31:352/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, IPv_Type: ipv4, Date: None, Delay: 206 ms, Speed: 0.40 M/s, Resolution: 1920x1080
Name: CCTV-5, URL: http://61.133.10.250:352/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, IPv_Type: ipv4, Date: None, Delay: 501 ms, Speed: 0.07 M/s, Resolution: 1920x1080
Name: CCTV-5, URL: http://218.29.168.146:352/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, IPv_Type: ipv4, Date: None, Delay: 868 ms, Speed: 0.09 M/s, Resolution: 1920x1080
Name: CCTV-5, URL: rtsp://180.95.143.19/PLTV/88888910/224/3221225609/10000100000000060000000000790217_0.smil$订阅源, IPv_Type: ipv4, Date: None, Delay: 10005 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-5, URL: http://61.156.228.12:8154/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, IPv_Type: ipv4, Date: None, Delay: 439 ms, Speed: 0.11 M/s, Resolution: 1920x1080
Name: CCTV-5, URL: http://123.149.3.11:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: 1920x1080
Name: CCTV-5, URL: http://1.180.2.93:9901/tsfile/live/1027_1.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: 428 ms, Speed: 2.43 M/s, Resolution: 1920x1080
Name: CCTV-5, URL: http://113.140.12.230:8888/newlive/live/hls/6/live.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: 615 ms, Speed: 0.40 M/s, Resolution: 1920x1080
Name: CCTV-5, URL: http://45.145.229.71:8866/TVOD/1000000001000020505/ystenlive/index.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-5, URL: http://42.48.105.224:9002/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, IPv_Type: ipv4, Date: None, Delay: 444 ms, Speed: 2.11 M/s, Resolution: 1920x1080
Name: CCTV-5, URL: http://110.81.206.138:49231/tsfile/live/23005_1.m3u8?$订阅源, IPv_Type: ipv4, Date: None, Delay: 620 ms, Speed: 1.47 M/s, Resolution: 1920x1080
Name: CCTV-5, URL: http://39.170.52.236:808/hls/5/index.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: 529 ms, Speed: 0.15 M/s, Resolution: 1920x1080
Name: CCTV-5, URL: http://112.46.85.60:8009/hls/503/index.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: 237 ms, Speed: 0.28 M/s, Resolution: 1920x1080
Name: CCTV-5, URL: http://219.135.180.210:18888/hls/5/index.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: 215 ms, Speed: 0.10 M/s, Resolution: 1920x1080
Name: CCTV-5, URL: http://120.198.101.106:9901/tsfile/live/1030_1.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: 222 ms, Speed: 0.50 M/s, Resolution: 1920x1080
Name: CCTV-5, URL: https://piccpndali.v.myalicdn.com/audio/cctv5_2.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: 18 ms, Speed: 0.01 M/s, Resolution: None
Name: CCTV-5, URL: http://118.122.189.74:9901/tsfile/live/0006_1.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: 709 ms, Speed: 0.11 M/s, Resolution: None
Name: CCTV-5, URL: http://58.19.43.46:9901/tsfile/live/1024_1.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: 195 ms, Speed: 0.04 M/s, Resolution: None
Name: CCTV-5, URL: http://61.138.128.226:19901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, IPv_Type: ipv4, Date: None, Delay: 250 ms, Speed: 0.02 M/s, Resolution: None
Name: CCTV-5, URL: http://61.157.139.15:9901/tsfile/live/2375_1.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: 591 ms, Speed: 0.10 M/s, Resolution: 1920x1080
Name: CCTV-5, URL: http://183.66.15.146:60901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: 1920x1080
Name: CCTV-5, URL: http://61.136.172.236:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, IPv_Type: ipv4, Date: None, Delay: 707 ms, Speed: 0.02 M/s, Resolution: None
Name: CCTV-5, URL: http://218.3.138.25:1111/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, IPv_Type: ipv4, Date: None, Delay: 201 ms, Speed: 0.10 M/s, Resolution: None
Name: CCTV-5, URL: http://110.80.17.38:9901/tsfile/live/0005_1.m3u8?key=txiptv$订阅源, IPv_Type: ipv4, Date: None, Delay: 1353 ms, Speed: 0.10 M/s, Resolution: 1920x1080
Name: CCTV-5, URL: http://218.89.240.144:59901/tsfile/live/1009_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, IPv_Type: ipv4, Date: None, Delay: 217 ms, Speed: 0.13 M/s, Resolution: 1920x1080
Name: CCTV-5, URL: http://220.164.192.48:50085/tsfile/live/0006_1.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-5, URL: http://58.19.38.162:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: 720x576
Name: CCTV-5, URL: http://58.221.214.82:9901/tsfile/live/0005_1.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: 202 ms, Speed: 0.10 M/s, Resolution: None
Name: CCTV-5, URL: http://111.9.163.109:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, IPv_Type: ipv4, Date: None, Delay: 388 ms, Speed: 0.32 M/s, Resolution: 1920x1080
Name: CCTV-5, URL: http://120.238.94.10:9901/tsfile/live/1022_1.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: 259 ms, Speed: 0.31 M/s, Resolution: 1920x1080
Name: CCTV-5, URL: http://123.138.22.30:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, IPv_Type: ipv4, Date: None, Delay: 227 ms, Speed: 0.12 M/s, Resolution: 720x576
Name: CCTV-5, URL: http://222.169.85.8:9901/tsfile/live/0005_1.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: 280 ms, Speed: 0.26 M/s, Resolution: 720x576
Name: CCTV-5, URL: http://47.242.229.105:35455/gaoma/cctv5.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: 279 ms, Speed: 0.00 M/s, Resolution: 1920x1080
Name: CCTV-5, URL: http://189.1.232.104:50001/1000000005000265005/ystenlive/index.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: 1920x1080
Name: CCTV-5, URL: http://123.129.70.178:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, IPv_Type: ipv4, Date: None, Delay: 242 ms, Speed: 0.03 M/s, Resolution: None
Name: CCTV-5, URL: http://xiaoya.crccxw.top:35455/gaoma/cctv5.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: 308 ms, Speed: 0.00 M/s, Resolution: 1920x1080
Name: CCTV-5, URL: http://113.140.86.162:8009/hls/503/index.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: 482 ms, Speed: 0.28 M/s, Resolution: 1920x1080
Name: CCTV-5, URL: http://60.223.224.176:8888/newlive/live/hls/6/live.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: 846 ms, Speed: 0.02 M/s, Resolution: 1920x1080
Name: CCTV-5, URL: http://58.17.48.228:808/hls/5/index.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: 195 ms, Speed: 0.06 M/s, Resolution: 1920x1080
Name: CCTV-5, URL: https://api.olelive.com/dis/live/CCTV5HD/hls.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: 68 ms, Speed: 0.00 M/s, Resolution: 1920x1080
Name: CCTV-5, URL: http://121.33.239.242:9901/tsfile/live/0005_1.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: 200 ms, Speed: 0.15 M/s, Resolution: 1920x1080
Name: CCTV-5, URL: http://117.27.190.42:9998/tsfile/live/23236_1.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: 209 ms, Speed: 0.03 M/s, Resolution: None
Name: CCTV-5, URL: http://123.132.233.194:352/tsfile/live/0005_1.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: 1619 ms, Speed: 0.04 M/s, Resolution: 720x576
Name: CCTV-5, URL: http://116.77.32.59:8277/streams/d/cctv5/playlist.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: 243 ms, Speed: 0.14 M/s, Resolution: 1280x720
Name: CCTV-5, URL: http://116.117.106.103:8096/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, IPv_Type: ipv4, Date: None, Delay: 232 ms, Speed: 0.02 M/s, Resolution: None
Name: CCTV-5, URL: http://116.117.106.117:8096/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, IPv_Type: ipv4, Date: None, Delay: 225 ms, Speed: 0.01 M/s, Resolution: None
Name: CCTV-5, URL: http://110.7.131.79:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-5, URL: http://113.57.93.165:9900/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, IPv_Type: ipv4, Date: None, Delay: 2490 ms, Speed: 0.01 M/s, Resolution: 1920x1080
Name: CCTV-5, URL: http://110.7.131.193:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, IPv_Type: ipv4, Date: None, Delay: 220 ms, Speed: 0.01 M/s, Resolution: None
Name: CCTV-5, URL: http://110.7.131.40:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, IPv_Type: ipv4, Date: None, Delay: 2907 ms, Speed: 0.02 M/s, Resolution: None
Name: CCTV-5, URL: http://110.7.131.146:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, IPv_Type: ipv4, Date: None, Delay: 222 ms, Speed: 0.01 M/s, Resolution: None
Name: CCTV-5, URL: http://183.3.134.56:9901/tsfile/live/0005_1.m3u8?key=tvbox6_com&playlive=1&authid=0$订阅源, IPv_Type: ipv4, Date: None, Delay: 431 ms, Speed: 0.46 M/s, Resolution: 1920x1080
Name: CCTV-5, URL: http://116.117.104.248:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, IPv_Type: ipv4, Date: None, Delay: 684 ms, Speed: 0.01 M/s, Resolution: None
Name: CCTV-5, URL: http://110.7.131.231:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, IPv_Type: ipv4, Date: None, Delay: 258 ms, Speed: 0.01 M/s, Resolution: None
Name: CCTV-5, URL: http://116.117.105.96:8096/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, IPv_Type: ipv4, Date: None, Delay: 540 ms, Speed: 0.01 M/s, Resolution: None
Name: CCTV-5, URL: http://175.31.21.146:4480/hls/5/index.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: 237 ms, Speed: 0.34 M/s, Resolution: 1920x1080
Name: CCTV-5, URL: http://116.117.105.236:8096/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-5, URL: http://110.7.131.129:8096/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, IPv_Type: ipv4, Date: None, Delay: 227 ms, Speed: 0.02 M/s, Resolution: None
Name: CCTV-5, URL: http://119.36.148.115:59901/tsfile/live/1001_1.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: 540 ms, Speed: 0.08 M/s, Resolution: 1920x1080
Name: CCTV-5, URL: http://116.117.107.84:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, IPv_Type: ipv4, Date: None, Delay: 494 ms, Speed: 0.01 M/s, Resolution: None
Name: CCTV-5, URL: http://58.220.219.14:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, IPv_Type: ipv4, Date: None, Delay: 218 ms, Speed: 0.03 M/s, Resolution: None
Name: CCTV-5, URL: http://111.14.181.15:9901/tsfile/live/0005_1.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: 292 ms, Speed: 0.22 M/s, Resolution: 1920x1080
Name: CCTV-5, URL: http://116.128.242.83:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, IPv_Type: ipv4, Date: None, Delay: 418 ms, Speed: 0.03 M/s, Resolution: None
Name: CCTV-5, URL: http://ttkx.cc:1380/653哈哈/mg9.php?id=cctv5$订阅源, IPv_Type: ipv4, Date: None, Delay: 185 ms, Speed: 2.32 M/s, Resolution: 854x480
Name: CCTV-5, URL: http://116.117.104.34:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, IPv_Type: ipv4, Date: None, Delay: 228 ms, Speed: 0.01 M/s, Resolution: None
Name: CCTV-5, URL: http://110.7.131.4:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, IPv_Type: ipv4, Date: None, Delay: 221 ms, Speed: 0.01 M/s, Resolution: None
Name: CCTV-5, URL: http://3501776.xyz:35455/gaoma/cctv5.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: 438 ms, Speed: 0.00 M/s, Resolution: 1920x1080
Name: CCTV-5, URL: http://219.159.91.10:9901/tsfile/live/0005_1.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: 211 ms, Speed: 0.31 M/s, Resolution: 1920x1080
Name: CCTV-5, URL: http://220.249.114.102:9901/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, IPv_Type: ipv4, Date: None, Delay: 2084 ms, Speed: 0.01 M/s, Resolution: None
Name: CCTV-5, URL: http://60.29.124.66:6080/hls/16/index.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: 608 ms, Speed: 0.07 M/s, Resolution: 720x576
Name: CCTV-5, URL: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=4861&tk=a0c4f6cfaba3$订阅源, IPv_Type: ipv4, Date: None, Delay: 2009 ms, Speed: 0.80 M/s, Resolution: 854x480
Name: CCTV-5, URL: http://123.254.110.101:5000/1000000005000265005/ystenlive/index.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: 1920x1080
Name: CCTV-5, URL: http://113.57.111.4:1111/tsfile/live/1004_1.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: 2551 ms, Speed: 0.48 M/s, Resolution: 1920x1080
Name: CCTV-5, URL: http://223.241.247.214:9901/tsfile/live/0005_1.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: 1920x1080
Name: CCTV-5, URL: http://183.223.157.33:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, IPv_Type: ipv4, Date: None, Delay: 4613 ms, Speed: 0.10 M/s, Resolution: 1920x1080
Name: CCTV-5, URL: http://tv.20191209.xyz:37377/migu/641886683.m3u8?migutoken=81d12cec2983a402e950068a320720875c9b84d86ead50b7ee5cc3d407f55f3d85a8e298762710bc211027e047162ea27025e20dda4ac4921a6c1d8b950dbe297e15174889d5122c0e3462d0$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-5, URL: http://148.135.93.213:81/live.php?id=CCTV5$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-5, URL: http://ycsj.aguihome.com:4022/udp/233.50.200.108:5140$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-5, URL: http://www.shizhan.love:8848/udp/239.49.0.5:9570$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-5, URL: http://221.205.180.88:8003/rtp/226.0.2.209:9584$组播源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-5, URL: http://z.b.bkpcp.top/m.php?id=cctv5p\$订阅源, IPv_Type: ipv6, Date: None, Delay: -1 ms, Speed: inf M/s, Resolution: 1920x1080
Name: CCTV-5, URL: http://api3.52tb.xyz/info?id=7&token=20230402fxrjwi$订阅源, IPv_Type: ipv4, Date: None, Delay: 285 ms, Speed: 0.17 M/s, Resolution: 1920x1080
Name: CCTV-5, URL: http://58.210.168.86:10800/newlive/live/hls/5/live.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: 201 ms, Speed: 0.09 M/s, Resolution: 1920x1080
Name: CCTV-5, URL: http://b.zgjok.com:35455/itv/1000000005000025222.m3u8?cdn=ystenlive$订阅源, IPv_Type: ipv4, Date: None, Delay: 544 ms, Speed: 0.01 M/s, Resolution: 1920x1080
Name: CCTV-5, URL: http://47.84.87.22:6016/TVOD/1000000005000265005/ystenlive/index.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-5+, URL: http://123.130.84.106:8154/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, IPv_Type: ipv4, Date: None, Delay: 614 ms, Speed: 0.03 M/s, Resolution: None
Name: CCTV-5+, URL: http://123.129.70.178:9901/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, IPv_Type: ipv4, Date: None, Delay: 242 ms, Speed: 0.03 M/s, Resolution: None
Name: CCTV-5+, URL: http://61.156.228.12:8154/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, IPv_Type: ipv4, Date: None, Delay: 439 ms, Speed: 0.11 M/s, Resolution: 1920x1080
Name: CCTV-5+, URL: http://110.53.52.63:8888/newlive/live/hls/7/live.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: 429 ms, Speed: 0.15 M/s, Resolution: 1920x1080
Name: CCTV-5+, URL: http://111.160.17.2:59901/tsfile/live/0001_6.m3u8?key=txiptv&playlive=1&authid=0$订阅源, IPv_Type: ipv4, Date: None, Delay: 4391 ms, Speed: 0.01 M/s, Resolution: None
Name: CCTV-5+, URL: http://60.214.104.110:352/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, IPv_Type: ipv4, Date: None, Delay: 245 ms, Speed: 1.01 M/s, Resolution: 1920x1080
Name: CCTV-5+, URL: http://218.58.136.82:352/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, IPv_Type: ipv4, Date: None, Delay: 203 ms, Speed: 0.63 M/s, Resolution: 1920x1080
Name: CCTV-5+, URL: http://39.164.180.36:19901/tsfile/live/0016_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源, IPv_Type: ipv4, Date: None, Delay: 430 ms, Speed: 1.80 M/s, Resolution: 1920x1080
Name: CCTV-5+, URL: rtsp://180.95.143.19/PLTV/88888910/224/3221225570/10000100000000060000000000107350_0.smil$订阅源, IPv_Type: ipv4, Date: None, Delay: 10005 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-5+, URL: http://183.215.134.239:19901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, IPv_Type: ipv4, Date: None, Delay: 223 ms, Speed: 0.39 M/s, Resolution: 1920x1080
Name: CCTV-5+, URL: http://39.170.52.236:808/hls/18/index.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: 529 ms, Speed: 0.15 M/s, Resolution: 1920x1080
Name: CCTV-5+, URL: https://api.olelive.com/dis/live/CCTV5PHD/hls.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: 68 ms, Speed: 0.00 M/s, Resolution: 1920x1080
Name: CCTV-5+, URL: http://116.77.32.59:8277/streams/d/cctv5a/playlist.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: 243 ms, Speed: 0.14 M/s, Resolution: 1280x720
Name: CCTV-5+, URL: https://piccpndali.v.myalicdn.com/audio/cctv5plus_2.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: 18 ms, Speed: 0.01 M/s, Resolution: None
Name: CCTV-5+, URL: http://117.27.190.42:9998/tsfile/live/23248_1.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: 209 ms, Speed: 0.03 M/s, Resolution: None
Name: CCTV-5+, URL: http://218.89.240.144:59901/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, IPv_Type: ipv4, Date: None, Delay: 217 ms, Speed: 0.13 M/s, Resolution: 1920x1080
Name: CCTV-5+, URL: http://58.221.214.82:9901/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, IPv_Type: ipv4, Date: None, Delay: 202 ms, Speed: 0.10 M/s, Resolution: None
Name: CCTV-5+, URL: http://120.238.94.10:9901/tsfile/live/1023_1.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: 259 ms, Speed: 0.31 M/s, Resolution: 1920x1080
Name: CCTV-5+, URL: http://222.169.85.8:9901/tsfile/live/0116_1.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: 280 ms, Speed: 0.26 M/s, Resolution: 720x576
Name: CCTV-5+, URL: http://61.136.172.236:9901/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, IPv_Type: ipv4, Date: None, Delay: 707 ms, Speed: 0.02 M/s, Resolution: None
Name: CCTV-5+, URL: http://61.138.128.226:19901/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, IPv_Type: ipv4, Date: None, Delay: 250 ms, Speed: 0.02 M/s, Resolution: None
Name: CCTV-5+, URL: http://47.242.229.105:35455/gaoma/cctv5p.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: 279 ms, Speed: 0.00 M/s, Resolution: 1920x1080
Name: CCTV-5+, URL: http://189.1.232.104:50001/1000000005000265016/ystenlive/index.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: 1920x1080
Name: CCTV-5+, URL: http://60.223.224.176:8888/newlive/live/hls/7/live.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: 846 ms, Speed: 0.02 M/s, Resolution: 1920x1080
Name: CCTV-5+, URL: http://222.219.183.103:8089/hls/19/index.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: 218 ms, Speed: 0.00 M/s, Resolution: 1920x1080
Name: CCTV-5+, URL: http://lt.hxtre.com:35455/itv/1000000005000265016.m3u8?cdn=ystenlive$订阅源, IPv_Type: ipv4, Date: None, Delay: 390 ms, Speed: 0.01 M/s, Resolution: 1920x1080
Name: CCTV-5+, URL: http://211.101.234.24:866/aishang/migu.php/migu.php?id=cctv5p$订阅源, IPv_Type: ipv4, Date: None, Delay: 185 ms, Speed: 1.33 M/s, Resolution: 854x480
Name: CCTV-5+, URL: http://221.226.4.10:9901/tsfile/live/0005_1.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: 198 ms, Speed: 2.84 M/s, Resolution: 1920x1080
Name: CCTV-5+, URL: http://123.132.233.194:352/tsfile/live/0016_1.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: 1619 ms, Speed: 0.04 M/s, Resolution: 720x576
Name: CCTV-5+, URL: http://220.249.114.102:9901/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, IPv_Type: ipv4, Date: None, Delay: 2084 ms, Speed: 0.01 M/s, Resolution: None
Name: CCTV-5+, URL: http://116.128.242.83:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, IPv_Type: ipv4, Date: None, Delay: 418 ms, Speed: 0.03 M/s, Resolution: None
Name: CCTV-5+, URL: http://111.14.181.15:9901/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, IPv_Type: ipv4, Date: None, Delay: 292 ms, Speed: 0.22 M/s, Resolution: 1920x1080
Name: CCTV-5+, URL: http://ttkx.cc:1380/653哈哈/mg9.php?id=cctv5p$订阅源, IPv_Type: ipv4, Date: None, Delay: 185 ms, Speed: 2.32 M/s, Resolution: 854x480
Name: CCTV-5+, URL: http://119.36.148.115:59901/tsfile/live/1003_1.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: 540 ms, Speed: 0.08 M/s, Resolution: 1920x1080
Name: CCTV-5+, URL: http://1752e145z8.vicp.fun:35455/gaoma/cctv5p.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: 200 ms, Speed: 0.01 M/s, Resolution: 1920x1080
Name: CCTV-5+, URL: http://www.douzhicloud.site:35455/gaoma/cctv5p.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: 312 ms, Speed: 0.01 M/s, Resolution: 1920x1080
Name: CCTV-5+, URL: http://36.105.100.208:35455/gaoma/cctv5p.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: 1920x1080
Name: CCTV-5+, URL: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=5855&tk=a0c4f6cfaba3$订阅源, IPv_Type: ipv4, Date: None, Delay: 2009 ms, Speed: 0.80 M/s, Resolution: 854x480
Name: CCTV-5+, URL: http://123.254.110.101:5000/1000000005000265016/ystenlive/index.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: 1920x1080
Name: CCTV-5+, URL: http://60.209.125.254:352/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, IPv_Type: ipv4, Date: None, Delay: 369 ms, Speed: 0.24 M/s, Resolution: 1920x1080
Name: CCTV-5+, URL: http://183.223.157.33:9901/tsfile/live/0018_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, IPv_Type: ipv4, Date: None, Delay: 4613 ms, Speed: 0.10 M/s, Resolution: 1920x1080
Name: CCTV-5+, URL: http://tv.20191209.xyz:37377/migu/641886773.m3u8?migutoken=dfc218ce4c1ff00475c0aef03e0b883bf8a277b36671d5ca1eb7cc5f7ce7919d01ee050351170891d6e103aa7adea25827c13c901ccf6cdf4a8a370e7fd90c8b198dcb1e8814bbf2ed4fb0c8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-5+, URL: http://148.135.93.213:81/live.php?id=CCTV5p$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
